"生产日期
Production Date","内部机型
Internal Model","类型
Type","总部
HQ","主板板型
Mainboard model",MODELO+PCB,"组件号
MB part number","总BOM数量
Material QTY","手插件数
Hi material QTY","手插率
Hand insertion rate","芯片方案
Chip Solution",内置TCON,"液晶屏物料号
LCD Part No.","液晶屏型号描述
LCD Description","液晶面板
SKD panel","屏幕厂家
LCD Brand","屏接口类型
LCD interface type",TOOL,TOOL SW,"转接板
Converter",TCON,FFC,"通用远程拾音板
MIC Board","远程拾音线
MIC cable","多合一端子板（非远程拾音）
all-in-one board（non MIC）","多合一端子板连接线
all-in-one board cable",备注/Remarks,配套远程拾音板,WiFi模块,WiFi模块描述,,,
2024/7/15,43A51HUR,3 IN 1,JiangMen,12376,43A51HUR12376,407678,642,29,4.52%,MT9010PAATDA,是,298152,液晶屏\HD425Y1U51-T0L2\S1\GM\ROH\广,液晶屏面板\T430QVN03.7\EC\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"285068
TCON-ZJ贴片单元\RSAG2.908.10595-06TP\ROH",68pin(1250761),,,,,,,,,,,
2024/7/16,100E75LUA(0039),REFLOW,HuangDao,13493,100E75LUA(0039)13493,409266,/,/,/,MT9618GABTAB,否,410113,液晶屏\HD100H7U71-TALFM2\S0\GM\ROH,液晶屏面板\HF100QUB-E21\GM\ROH,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1314020
高速信号线\FFC-L-10-KP-765-Z2\765\ROH",,,,,,,,,
2024/7/16,65A51HSV(0002),REFLOW,HuangDao,12881,65A51HSV(0002)12881,335708,/,/,/,主控IC\MT9602RAATAC\TP\JK\ROH,是,346633,液晶屏\HD650Y1U51-T0B2\S0\SM\ROH,液晶屏面板\T650QVN07.5\SM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"306217
TCON-ZJ贴片单元\RSAG2.908.11133-14TP\ROH",68pin(1250761),,,,,,,,,,,
2024/7/16,65A51HSV(0002),REFLOW,HuangDao,12881,65A51HSV(0002)12881,335709,/,/,/,MT9602RAATAC,是,346633,液晶屏\HD650Y1U51-T0B2\S0\SM\ROH,液晶屏面板\T650QVN07.5\SM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"306217
TCON-ZJ贴片单元\RSAG2.908.11133-14TP\ROH",68pin(1250761),,,,,,,,,,,
2024/7/18,32V35MS(0003),3 IN 1,JiangMen,12947,32V35MS(0003)12947,401871,687,28,4.08%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,401823,液晶屏\JHD315H1H71-T0B3\S0\FM\ROH\广,液晶屏面板\HV320WHB-F56\FM\ROH,京东方(BOE),1*60pin(Mini LVDS),MINI LVDS,Mini13,ZH_MINI_HD_1,/,60pin(FB0301018427),,,,,macroluck used LCD screen,,,,,,
2024/7/23,32V35NUF,3 IN 1,JiangMen,TPD.MT9021T.PB702（T）,32V35NUFTPD.MT9021T.PB702（T）,CVTE,/,/,/,主控IC\MT9021KAATBB\TP\ROH,是,410080,液晶屏\JHD315H1H61-T0L4KTB1\S1\GM\ROH,液晶屏面板\PT320AT02-5\GM\ROH,惠科(HKC),1*60pin(Mini LVDS),MINI LVDS,Mini18,ZH_MINI_HD_4,/,60pin(FB0301018427),,,,,,,,,,,
2024/7/23,43V35NUF,3 IN 1,JiangMen,TPD.MT9021T.PB701（T）,43V35NUFTPD.MT9021T.PB701（T）,CVTE,/,/,/,主控IC\MT9021KAATBB\TP\ROH,是,409434,液晶屏\JHD425H1F51-T0\S2\FM\ROH\广,液晶屏面板\T430HVN01.2\JK\FM\ROH,友达(AUO),2*60pin(Mini LVDS),MINI LVDS,Mini19,FHD-60_2_1,,60pin(FB0301018427),,,,,,,,,,,
2024/7/23,55A51HUR(0002),3 IN 1,HuangDao,51635,55A51HUR(0002)51635,409840,563,29,5.15%,MT9010PAATDA,是,411103,液晶屏\JHD550H1U62-T0LA\S0\GM\ROH,液晶屏面板\PT550GT08-1\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"354668
TCON-ZJ贴片单元\RSAG2.908.13799TP\ROH",68pin(1250761),,,,,,,,,,,
2024/7/25,43A51HUA(0037),3 IN 1,JiangMen,13684,43A51HUA(0037)13684,408833,633,29,4.58%,MT9603EAATAC,是,409910,液晶屏\JHD425Y1U01-T0LHK5\S0\GM\ROH\广,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"402269
TCON-ZJ板组件\RSAG2.908.12570-02\ROH",68pin(1250761),,,,,,,,,,,
2024/7/29,85A53HUR(0002),REFLOW,HuangDao,11722,85A53HUR(0002)11722,409940,/,/,/,MT9010PAATDA,否,410748,液晶屏\HD850H1U51-TAL6B1\S0\GM\ROH,液晶屏面板\T850QVN03.4\JK\GM\ROH,友达(AUO),51pin(VB1),4K VB1,/,/,/,51pin(FB0301004900),,,,,,,,,,,
2024/7/31,43V35MS(0003),3 IN 1,JiangMen,13374,43V35MS(0003)13374,401084,655,26,3.97%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,345415,液晶屏\JHD425H1F61-T0L1KT\S0\FM\ROH\广,液晶屏面板\PT430CT05-2\FM\ROH,惠科(HKC),51pin(MiniLVDS),MINI LVDS,Mini15,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,,,,,,,
2024/8/14,55A51HUA(0037),3 IN 1,HuangDao,13684,55A51HUA(0037)13684,413389,645,27,4.19%,主控IC\MT9603EAATAC\TP\JK\ROH,是,413489,液晶屏\HD550H1U71-T0LF\S3\GM\ROH,液晶屏面板\HF550QUB-F20\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477," 327316
TCON-ZJ贴片单元\RSAG2.908.12804TP\ROH",68pin(1250761),,,,,,,,,,,
2024/8/14,75A51HUA(0037),REFLOW,HuangDao,13538,75A51HUA(0037)13538,413449,/,/,/,MT9603EAATAC,是,413588,液晶屏\HD750H1U71-T0LAB1\S2\GM\ROH,液晶屏面板\HV750QUB-F92\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,,68pin(1250761),,,,,,"1403149
远程拾音模组\HS-2D22",,,,,
2024/8/16,55A51HUR,3 IN 1,HuangDao,51635,55A51HUR51635,409840,563,29,5.15%,MT9010PAATDA,是,411430,液晶屏\JHD550H1U51-T0LA\S0\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"313373
TCON-ZJ贴片单元\RSAG2.908.11133-21TP\ROH",68pin(1250761),,,,,,,,,,,
2024/8/28,40A35HUA(0002),3 IN 1,JiangMen,TPD.NT9216T.PB708,40A35HUA(0002)TPD.NT9216T.PB708,CVTE,/,/,/,主控IC\MT9216HABTHB\TP,是,341326,液晶屏\JHD400H1F03-T0L1\S0\ROH\广,液晶屏面板\V400HJB-P03-C6\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini20,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,,,,,,,
2024/8/28,58A51LMV(1000),3 IN 1,HuangDao,13684,58A51LMV(1000)13684,412541,651,29,4.45%,MT9603BAATAC,是,416248,液晶屏\HD580H1U91-T0L2\S2\GM\ROH,液晶屏面板\CV580U4-L01-V01\JK\GM\ROH,彩虹光电(CHOT),1*68pin(PTP),4K VB1,/,11477,/,68pin(1250761),,,,,,,,,,,
2024/9/8,43A51HUR(0002),3 IN 1,JiangMen,12376,43A51HUR(0002)12376,412813,642,29,4.52%,MT9010PAATDA,是,412894,液晶屏\HD425Y1U71-T0L2\S3\GM\ROH\广,液晶屏面板\HV430QUB-F70\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"288516
TCON-ZJ贴片单元\RSAG2.908.10545-08TP\ROH",68pin(1250761),,,,,,,,,,,
2024/9/8,100E80KUA,REFLOW,HuangDao,13512,100E80KUA13512,345147,/,/,/,MT9618BAATAB,否,348184,液晶屏\HD100H7U62-L5K2B1\S0\GM\ROH,液晶屏面板\PTA00GT01-3\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,"1308629
TCON板\PTA00GT01-3-TCON\ROH",41pin(1220743)+51pin(FB0301004900),,,,,,,,,,,
2024/9/13,43A51HUA(0002),3 IN 1,JiangMen,13684,43A51HUA(0002)13684,404938,646,29,4.49%,MT9603EAATAC,是,401132,液晶屏\HD425Y1U01-T0L2\S0\GM\ROH,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"402269
TCON-ZJ板组件\RSAG2.908.12570-02\ROH",68pin(1250761),,,,,,,,,,,
2024/9/19,40A33EXVT(0002),3 IN 1,JiangMen,TPD.NT72690T.PB702（T） C23131,40A33EXVT(0002)TPD.NT72690T.PB702（T） C23131,CVTE,/,/,/,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,355407,液晶屏\JHD400H1F03-T0\S0\ROH\广,液晶屏面板\V400HJB-P03-C6\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini11,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,,,,,,,
2024/10/31,65U75LUA(0002),REFLOW,HuangDao,13493,65U75LUA(0002)13493,413360,/,/,/,MT9618GABTAB,是,417522,液晶屏\HD650H3U51-T0LZ\S0\GM\ROH,液晶屏面板\T650QVN07.H\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"331379
TCON-ZJ贴片单元\RSAG2.908.12963TP\ROH",68pin(1250761),,,,,,,,,,,
2024/11/6,65C350NS,REFLOW,HuangDao,13538,65C350NS13538,409137,/,/,/,MT9603BAATAC,是,407311,液晶屏\HD650H1U73-T0L1B7\S1\GM\ROH,液晶屏面板\HV650QUB-F72\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"343804
TCON-ZJ贴片单元\RSAG2.908.11538-07TP\ROH",68pin(1250761),,,,,,,,,,,
2024/11/6,75C350NS,REFLOW,HuangDao,13538,75C350NS13538,407544,/,/,/,MT9603BAATAC,是,407920,液晶屏\HD750H1U71-T0L8B1\S1\GM\ROH,液晶屏面板\HV750QUB-F92\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"344996
TCON-ZJ贴片单元\RSAG2.908.12360-06TP\ROH",68pin(1250761),,,,,,,,,,,
2024/11/6,85C450NS,REFLOW,HuangDao,13538,85C450NS13538,407703,/,/,/,MT9603EAATAC,否,408316,液晶屏\HD850H1U51-TBL5K1\S3\GM\ROH,液晶屏面板\T850QVN03.4\JK\GM\ROH,友达(AUO),51pin(VB1),4K VB1,/,/,"351766
TCON板贴片单元\RSAG2.908.12858-02TP\ROH",51pin(FB0301004900),"1316613
远程拾音模组\HS-2D20\ROH","1319050
高速信号线\FFC-L-10-KP-540-Z3\540\ROH",,,,,,,,,
2024/11/7,50A51HUA(0002),3 IN 1,JiangMen,13684,50A51HUA(0002)13684,404960,644,29,4.50%,MT9603EAATAC,是,407689,液晶屏\HD500H1U91-T0LEK3\S0\GM\ROH,液晶屏面板\CV500U2-L01-V02\JK\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,,,,,,,
2024/11/7,55A51HUA(0002),3 IN 1,HuangDao,13684,55A51HUA(0002)13684,404921,650,29,4.46%,MT9603EAATAC,是,407935,液晶屏\HD550H1U51-T0L1\S2\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"305807
TCON-ZJ贴片单元\RSAG2.908.11133-13TP\ROH",68pin(1250761),,,,,,,,,,,
2024/11/14,40V35MS,3 IN 1,JiangMen,13374,40V35MS13374,404238,759,26,3.43%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,402845,液晶屏\JHD400H1F03-T0\S1\ROH\广,液晶屏面板\V400HJB-P03-C6\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini11,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,,,,,,,
2024/11/20,50C350NS,3 IN 1,JiangMen,13684,50C350NS13684,405844,646,29,4.49%,主控IC\MT9603BAATAC\TP\ROH,是,408093,液晶屏\HD500H1U91-T0K3\S3\GM\ROH,液晶屏面板\CV500U2-L01-V02\JK\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,,,,,,,
2024/11/20,55C350NS,3 IN 1,JiangMen,13684,55C350NS13684,407915,653,29,4.44%,主控IC\MT9603BAATAC\TP\ROH,是,408419,液晶屏\HD550H1U62-T0L4K3\S4\FM\ROH\广,液晶屏面板\PT550GT08-1\FM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"354668
TCON-ZJ贴片单元\RSAG2.908.13799TP\ROH",68pin(1250761),,,,,,"343483
远场板组件\RSAG2.908.12678-06\ROH",,,,,
2024/11/21,75U75LUA(0002),REFLOW,HuangDao,13493,75U75LUA(0002)13493,413360,/,/,/,MT9618GABTAB,是,416524,液晶屏\HD750H3U73-T0LZ\S0\GM\ROH,液晶屏面板\HV750QUB-E94\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"356267
TCON-ZJ贴片单元\RSAG2.908.12847-07TP\ROH",68pin(1250761),,,,,,,,,,,
2024/12/2,65A60LXVT(0003),REFLOW,HuangDao,13538,65A60LXVT(0003)13538,404473,/,/,/,MT9603BAATAC,是,403254,液晶屏\HD650H1U41-T0LBB6\S0\GM\ROH,液晶屏面板\JR645R3HA3L\EC\GM\ROH,夏普(SDP),1*68pin(PTP),4K VB1,/,11477,"405713
TCON-ZJ贴片单元\RSAG2.908.51395TP\ROH",68pin(1250761),,,,,,,,,,,
2024/12/2,55A60LXVT(0003),3 IN 1,HuangDao,13696,55A60LXVT(0003)13696,353455,742,38,5.12%,主控IC\MT9603BAATAC\TP\ROH,是,356954,液晶屏\HD550H1U62-T0L4K3\S1\FM\ROH,液晶屏面板\PT550GT08-1\FM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"334653
TCON-ZJ贴片单元\RSAG2.908.13134TP\ROH",68pin(1250761),,,,,macroluck,,,,,,
2024/12/11,75A60LXVT(0003),REFLOW,HuangDao,13538,75A60LXVT(0003)13538,401578,/,/,/,MT9603BAATAC,是,404839,液晶屏\HD750H1U71-T0L8K1\S4\FM\ROH,液晶屏面板\HV750QUB-F92\FM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"344996
TCON-ZJ贴片单元\RSAG2.908.12360-06TP\ROH",68pin(1250761),,,,,,,,,,,
2025/1/16,85A53HUA(0002),REFLOW,HuangDao,13493,85A53HUA(0002)13493,402517,/,/,/,主控IC\MT9618GABTAB\TP\JK\ROH,是,409262,液晶屏\HD850H1U52-T0LF\S0\GM\ROH,液晶屏面板\T850QVN03.7\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"337302
TCON-ZJ贴片单元\RSAG2.908.13222TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1314379
高速信号线\FFC-L-10-KP-545-Z3\545\ROH",,,,,,,,,
2025/1/16,100Q70QUA,REFLOW,HuangDao,52936,100Q70QUA52936,420225,/,/,/,主控IC\MT9618GADTAB\TP\ROH,否,421534,液晶屏\HD100J3U72-TALA\S0\GM\ROH,液晶屏面板\HF100QUB-E22 Rev1.0\GM\ROH,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"1316613
远程拾音模组\HS-2D20\ROH","1410743
高速信号线\FFC-L-10-KP-960-Z2\960\ROH",,,"增加重低音、陀螺仪
add bass/gyroscope",,,,,,
2025/1/23,55C350NUF,3 IN 1,JiangMen,13684,55C350NUF13684,413477,646,27,4.18%,主控IC\MT9026EAATBC\TP\JK\ROH,是,414448,液晶屏\JHD550H1U73-T0LA\S0\FM\ROH\广,液晶屏面板\HF550QUB-F21\FM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"327316
TCON-ZJ贴片单元\RSAG2.908.12804TP\ROH",68pin(1250761),,,,,,,,,,,
2025/1/23,50Q60QUV,3 IN 1,HuangDao,53401,50Q60QUV53401,424258,647,29,4.48%,主控IC\MT9603BAATAC\TP\ROH,是,424085,液晶屏\HD500H1U51-T0L9\S3\GM\ROH,液晶屏面板\T500QVN04.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"413899
TCON-ZJ贴片单元\RSAG2.908.51831TP\ROH",68pin(1250761),,,,,the jig is the same as 13684,,,,,,
2025/1/23,65M550MUF,REFLOW,HuangDao,13538,65M550MUF13538,413954,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,410725,液晶屏\HD650H3U72-T0LG\S0\GM\ROH,液晶屏面板\HV650QUB-F71\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"345882
TCON-ZJ贴片单元\RSAG2.908.12360-07TP\ROH",68pin(1250761),,,,,"增加重低音
add bass",,,,,,
2025/1/23,55M550MUF,REFLOW,HuangDao,13538,55M550MUF13538,408303,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,409021,液晶屏\HD550H3U52-T0LG\S0\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"313373
TCON-ZJ贴片单元\RSAG2.908.11133-21TP\ROH",68pin(1250761),,,,,"增加重低音
add bass",,,,,,
2025/1/30,40A40QUV,3 IN 1,JiangMen,51874,40A40QUV51874,420764,659,21,3.19%,NT72690TBG-8C2K,是,421739,液晶屏\JHD400K1F01-T0L2\S0\GM\ROH\广,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini21,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,"项目经理：史爱爱
硬件：杨东",,,,,,
2025/1/30,75U75QUA,REFLOW,HuangDao,52999,75U75QUA52999,424441,/,/,/,主控IC\MT9655BAATAC\TP,是,421543,液晶屏\HD750J3U62-T0L2\S0\GM\ROH,液晶屏面板\PT750GT02-7\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"421490
TCON-ZJ贴片单元\RSAG2.908.53128-01TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1319667
高速信号线\FFC-L-10-KP-690-Z3\690\ROH",,,"增加重低音、天空音、环绕音功能
add bass/ceiling sound/surround sound
RKP",,,,,,
2025/1/30,85U75QUA,REFLOW,HuangDao,52999,85U75QUA52999,424125,/,/,/,主控IC\MT9655BAATAC\TP,是,425262,液晶屏\HD850H3U53-T0L5B1\S0\GM\ROH,液晶屏面板\T850QVN07.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"421288
TCON-ZJ贴片单元\RSAG2.908.52972-01TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1401929
高速信号线\FFC-L-10-KP-880-Z3\880\ROH",,,"增加重低音、环绕音功能
add bass/surround sound
RKP",,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/2/6,43A40QSV,3 IN 1,JiangMen,51874,43A40QSV51874,423679,560,24,4.29%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,423902,液晶屏\JHD425K1F71-T0L2B1\S0\GM\ROH\广,液晶屏面板\HV430FHB-F94\GM\ROH,京东方(BOE),51pin(MiniLVDS),MINI LVDS,Mini23,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,,,,,,,
2025/2/6,43A40QUV,3 IN 1,JiangMen,51874,43A40QUV51874,424180,553,23,4.16%,NT72690TBG-8C2K,是,420285,液晶屏\JHD425K1F71-T0L2\S0\GM\ROH\广,液晶屏面板\HV430FHB-F94\GM\ROH,京东方(BOE),51pin(MiniLVDS),MINI LVDS,Mini23,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,"项目经理：王承华
硬件：石 绍均",,,,,,
2025/2/6,40A40QSV,3 IN 1,JiangMen,51874,40A40QSV51874,423738,669,22,3.29%,NT72690TBG-8C2K,是,423968,液晶屏\JHD400K1F01-T0L4B1\S0\GM\ROH\广,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini21,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,"项目经理：史爱爱
硬件：杨东",,,,,,
2025/2/6,43C350NUF,3 IN 1,JiangMen,13684,43C350NUF13684,417065,640,26,4.06%,主控IC\MT9026EAATBC\TP\JK\ROH,是,416798,屏\HD425Y1U71-T0L2\S4\FM\ROH\广,液晶屏面板\HV430QUB-F70\FM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"288516
TCON-ZJ贴片单元\RSAG2.908.10545-08TP\ROH",68pin(1250761),,,,,,,,,,,
2025/2/6,55U61QUA,REFLOW,HuangDao,52936,55U61QUA52936,420943,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,422093,液晶屏\HD550J3U52-T0L4\S0\GM\ROH,液晶屏面板\T550QVN10.8\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"420654
TCON-ZJ贴片单元\RSAG2.908.53124-01TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1319050
高速信号线\FFC-L-10-KP-540-Z3\540\ROH",,,,,,,,,
2025/2/6,65U75QUA,REFLOW,HuangDao,52999,65U75QUA52999,419237,/,/,/,主控IC\MT9655BAATAC\TP,是,420516,液晶屏\HD650J3U51-T0L2\S0\GM\ROH,液晶屏面板\T650QVN12.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"418411
TCON-ZJ贴片单元\RSAG2.908.52972TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1411236
高速信号线\FFC-L-10-KP-580-Z3\580\ROH",,,"增加重低音、天空音、环绕音功能
add bass/ceiling sound/surround sound
RKP",,,,,,
2025/2/6,55U61QUF,REFLOW,HuangDao,52936,55U61QUF52936,420110,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,423356,液晶屏\HD550J3U52-T0L4\S1\GM\ROH,液晶屏面板\T550QVN10.8\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"420654
TCON-ZJ贴片单元\RSAG2.908.53124-01TP\ROH",68pin(1250761),,,,,"增加重低音
add bass",,,,,,
2025/2/6,85Q60QUF,REFLOW,HuangDao,13538,85Q60QUF13538,418858,/,/,/,MT9026EAATBC,否,422234,液晶屏\HD850H1U51-TBLFB1\S0\GM\ROH,液晶屏面板\T850QVN03.4\JK\GM\ROH,友达(AUO),51pin(VB1),4K VB1,/,/,/,51pin(FB0301004900),,,,,,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/2/6,75Q72QUF,REFLOW,HuangDao,13538,75Q72QUF13538,421736,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,424080,液晶屏\HD750J3U41-T0L5\S0\GM\ROH,液晶屏面板\JR745R3HD0Y\GM\ROH,夏普(SDP),1*68pin(PTP),4K VB1,/,11477,"418778
TCON-ZJ贴片单元\RSAG2.908.52995TP\ROH",68pin(1250761),,,"422562
转接板组件\RSAG2.908.51470-03\ROH
四合一模块 非远场","1411978
高速信号线\FFC-V-30KP-800-Z4\800\ROH",,,,,,,
2025/2/6,55Q72QUF,REFLOW,HuangDao,13538,55Q72QUF13538,422974,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,423548,液晶屏\HD550J3U51-T0L5\S0\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"418027
TCON-ZJ贴片单元\RSAG2.908.51831-2TP\ROH",68pin(1250761),,,"422562
转接板组件\RSAG2.908.51470-03\ROH
四合一模块 非远场","1411978
高速信号线\FFC-V-30KP-800-Z4\800\ROH",,,,,,,
2025/2/6,65Q72QUF,REFLOW,HuangDao,13538,65Q72QUF13538,421736,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,422218,液晶屏\HD650J3U52-T0L5\S0\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(1250761),,,"422562
转接板组件\RSAG2.908.51470-03\ROH
四合一模块 非远场","1411978
高速信号线\FFC-V-30KP-800-Z4\800\ROH",,,,,,,
2025/2/6,75U61QUA,REFLOW,HuangDao,52936,75U61QUA52936,420943,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,424034,液晶屏\HD750J3U63-T0L6\S0\GM\ROH,液晶屏面板\PT750GT02-8\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"421490
TCON-ZJ贴片单元\RSAG2.908.53128-01TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1319667
高速信号线\FFC-L-10-KP-690-Z3\690\ROH",,,"增加重低音
add bass",,,,,,
2025/2/13,32A40QUV,3 IN 1,JiangMen,51876,32A40QUV51876,423752,599,19,3.17%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,424334,屏\JHD315K1H61-T0L5\S0\GM\ROH\广,液晶屏面板\PT320AT02-5\GM\ROH,惠科(HKC),1*60pin(Mini LVDS),MINI LVDS,Mini22,ZH_MINI_HD_4,/,60pin(FB0301018427),,,,,"硬件：曹波、杨东
项目经理：何坤霖",,,,,,
2025/2/13,32A40QSV,3 IN 1,JiangMen,51876,32A40QSV51876,423754,611,20,3.27%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,424327,屏\JHD315K1H61-T0L5B1\S0\GM\ROH\广,液晶屏面板\PT320AT02-5\GM\ROH,惠科(HKC),1*60pin(Mini LVDS),MINI LVDS,Mini22,ZH_MINI_HD_4,/,60pin(FB0301018427),,,,,,,,,,,
2025/2/13,55Q60QUF,3 IN 1,HuangDao,53061,55Q60QUF53061,423329,573,26,4.54%,MT9026EAATBC,是,421766,液晶屏\HD550K1U71-T0L5\S0\GM\ROH,液晶屏面板\HF550QUB-F21\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"327316
TCON-ZJ贴片单元\RSAG2.908.12804TP\ROH",68pin(1250761),,,,,Welded heat sink,"1403149
远程拾音模组\HS-2D22",1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/2/13,43Q60QUV,3 IN 1,JiangMen,13684,43Q60QUV13684,423428,680,29,4.26%,主控IC\MT9603BAATAC\TP\ROH,是,424584,屏\JHD425Y1U01-T0LBF1\S0\GM\ROH\广,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"402269
TCON-ZJ板组件\RSAG2.908.12570-02\ROH",68pin(1250761),,,,,,,,,,,
2025/2/13,55Q60QUV,3 IN 1,HuangDao,53061,55Q60QUV53061,422574,566,27,4.77%,主控IC\MT9603BAATAC\TP\ROH,是,423888,液晶屏\HD550K1U71-T0L5\S2\GM\ROH,液晶屏面板\HF550QUB-F21\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"327316
TCON-ZJ贴片单元\RSAG2.908.12804TP\ROH",68pin(1250761),,,,,Welded heat sink,,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
